2022-12-19 06:57:23: PING 217.25.239.31 (217.25.239.31) 56(84) bytes of data.
2022-12-24 21:23:40: 64 bytes from 217.25.239.31: icmp_seq=16927 ttl=57 time=12.8 ms
2022-12-24 21:23:55: 64 bytes from 217.25.239.31: icmp_seq=16928 ttl=57 time=12.7 ms
2022-12-24 21:24:10: 64 bytes from 217.25.239.31: icmp_seq=16929 ttl=57 time=11.7 ms
2022-12-24 21:24:25: 64 bytes from 217.25.239.31: icmp_seq=16930 ttl=57 time=14.6 ms
2022-12-24 21:24:40: 64 bytes from 217.25.239.31: icmp_seq=16931 ttl=57 time=11.7 ms
2022-12-24 21:24:55: 64 bytes from 217.25.239.31: icmp_seq=16932 ttl=57 time=13.0 ms
2022-12-24 21:25:10: 64 bytes from 217.25.239.31: icmp_seq=16933 ttl=57 time=13.5 ms
2022-12-24 21:25:25: 64 bytes from 217.25.239.31: icmp_seq=16934 ttl=57 time=12.0 ms
2022-12-24 21:25:40: 64 bytes from 217.25.239.31: icmp_seq=16935 ttl=57 time=11.0 ms
2022-12-24 21:25:55: 64 bytes from 217.25.239.31: icmp_seq=16936 ttl=57 time=10.8 ms
2022-12-24 21:26:10: 64 bytes from 217.25.239.31: icmp_seq=16937 ttl=57 time=11.3 ms
2022-12-24 21:26:40: 64 bytes from 217.25.239.31: icmp_seq=16939 ttl=57 time=11.9 ms
2022-12-24 21:26:55: 64 bytes from 217.25.239.31: icmp_seq=16940 ttl=57 time=12.6 ms
2022-12-24 21:27:10: 64 bytes from 217.25.239.31: icmp_seq=16941 ttl=57 time=10.6 ms
2022-12-24 21:27:25: 64 bytes from 217.25.239.31: icmp_seq=16942 ttl=57 time=12.0 ms
2022-12-24 21:27:40: 64 bytes from 217.25.239.31: icmp_seq=16943 ttl=57 time=11.2 ms
2022-12-24 21:27:55: 64 bytes from 217.25.239.31: icmp_seq=16944 ttl=57 time=11.7 ms
2022-12-24 21:28:25: 64 bytes from 217.25.239.31: icmp_seq=16946 ttl=57 time=11.2 ms
2022-12-24 21:28:40: 64 bytes from 217.25.239.31: icmp_seq=16947 ttl=57 time=10.8 ms
2022-12-24 21:28:55: 64 bytes from 217.25.239.31: icmp_seq=16948 ttl=57 time=10.6 ms
2022-12-24 21:29:10: 64 bytes from 217.25.239.31: icmp_seq=16949 ttl=57 time=10.9 ms
2022-12-24 21:29:25: 64 bytes from 217.25.239.31: icmp_seq=16950 ttl=57 time=11.5 ms
2022-12-24 21:29:40: 64 bytes from 217.25.239.31: icmp_seq=16951 ttl=57 time=11.6 ms
2022-12-24 21:29:55: 64 bytes from 217.25.239.31: icmp_seq=16952 ttl=57 time=11.2 ms
2022-12-24 21:30:10: 64 bytes from 217.25.239.31: icmp_seq=16953 ttl=57 time=11.7 ms
2022-12-24 21:30:25: 64 bytes from 217.25.239.31: icmp_seq=16954 ttl=57 time=11.6 ms
2022-12-24 21:30:40: 64 bytes from 217.25.239.31: icmp_seq=16955 ttl=57 time=11.9 ms
2022-12-24 21:30:55: 64 bytes from 217.25.239.31: icmp_seq=16956 ttl=57 time=10.7 ms
2022-12-24 21:31:10: 64 bytes from 217.25.239.31: icmp_seq=16957 ttl=57 time=10.7 ms
2022-12-24 21:31:25: 64 bytes from 217.25.239.31: icmp_seq=16958 ttl=57 time=19.5 ms
2022-12-24 21:31:41: 64 bytes from 217.25.239.31: icmp_seq=16959 ttl=57 time=11.3 ms
2022-12-24 21:31:56: 64 bytes from 217.25.239.31: icmp_seq=16960 ttl=57 time=11.6 ms
2022-12-24 21:32:11: 64 bytes from 217.25.239.31: icmp_seq=16961 ttl=57 time=11.0 ms
2022-12-24 21:32:26: 64 bytes from 217.25.239.31: icmp_seq=16962 ttl=57 time=11.6 ms
2022-12-24 21:32:41: 64 bytes from 217.25.239.31: icmp_seq=16963 ttl=57 time=11.4 ms
2022-12-24 21:32:56: 64 bytes from 217.25.239.31: icmp_seq=16964 ttl=57 time=11.1 ms
2022-12-24 21:33:11: 64 bytes from 217.25.239.31: icmp_seq=16965 ttl=57 time=11.8 ms
2022-12-24 21:33:26: 64 bytes from 217.25.239.31: icmp_seq=16966 ttl=57 time=12.5 ms
2022-12-24 21:33:41: 64 bytes from 217.25.239.31: icmp_seq=16967 ttl=57 time=10.7 ms
2022-12-24 21:33:56: 64 bytes from 217.25.239.31: icmp_seq=16968 ttl=57 time=12.4 ms
2022-12-24 21:34:11: 64 bytes from 217.25.239.31: icmp_seq=16969 ttl=57 time=11.0 ms
2022-12-24 21:34:26: 64 bytes from 217.25.239.31: icmp_seq=16970 ttl=57 time=10.6 ms
2022-12-24 21:34:41: 64 bytes from 217.25.239.31: icmp_seq=16971 ttl=57 time=12.1 ms
2022-12-24 21:34:56: 64 bytes from 217.25.239.31: icmp_seq=16972 ttl=57 time=12.5 ms
2022-12-24 21:35:11: 64 bytes from 217.25.239.31: icmp_seq=16973 ttl=57 time=11.5 ms
2022-12-24 21:35:26: 64 bytes from 217.25.239.31: icmp_seq=16974 ttl=57 time=12.8 ms
2022-12-24 21:35:41: 64 bytes from 217.25.239.31: icmp_seq=16975 ttl=57 time=11.8 ms
2022-12-24 21:35:56: 64 bytes from 217.25.239.31: icmp_seq=16976 ttl=57 time=11.1 ms
2022-12-24 21:36:11: 64 bytes from 217.25.239.31: icmp_seq=16977 ttl=57 time=11.3 ms
2022-12-24 21:36:26: 64 bytes from 217.25.239.31: icmp_seq=16978 ttl=57 time=11.2 ms
2022-12-24 21:36:41: 64 bytes from 217.25.239.31: icmp_seq=16979 ttl=57 time=11.9 ms
2022-12-24 21:36:56: 64 bytes from 217.25.239.31: icmp_seq=16980 ttl=57 time=12.0 ms
2022-12-24 21:37:11: 64 bytes from 217.25.239.31: icmp_seq=16981 ttl=57 time=12.6 ms
2022-12-24 21:37:41: 64 bytes from 217.25.239.31: icmp_seq=16983 ttl=57 time=11.0 ms
2022-12-24 21:37:56: 64 bytes from 217.25.239.31: icmp_seq=16984 ttl=57 time=12.0 ms
2022-12-24 21:38:11: 64 bytes from 217.25.239.31: icmp_seq=16985 ttl=57 time=11.4 ms
2022-12-24 21:38:26: 64 bytes from 217.25.239.31: icmp_seq=16986 ttl=57 time=11.0 ms
2022-12-24 21:38:41: 64 bytes from 217.25.239.31: icmp_seq=16987 ttl=57 time=11.9 ms
2022-12-24 21:38:56: 64 bytes from 217.25.239.31: icmp_seq=16988 ttl=57 time=11.0 ms
2022-12-24 21:39:11: 64 bytes from 217.25.239.31: icmp_seq=16989 ttl=57 time=11.1 ms
2022-12-24 21:39:26: 64 bytes from 217.25.239.31: icmp_seq=16990 ttl=57 time=10.6 ms
2022-12-24 21:39:41: 64 bytes from 217.25.239.31: icmp_seq=16991 ttl=57 time=11.0 ms
2022-12-24 21:39:56: 64 bytes from 217.25.239.31: icmp_seq=16992 ttl=57 time=10.7 ms
2022-12-24 21:40:11: 64 bytes from 217.25.239.31: icmp_seq=16993 ttl=57 time=11.1 ms
2022-12-24 21:40:26: 64 bytes from 217.25.239.31: icmp_seq=16994 ttl=57 time=11.2 ms
2022-12-24 21:40:41: 64 bytes from 217.25.239.31: icmp_seq=16995 ttl=57 time=11.2 ms
2022-12-24 21:40:56: 64 bytes from 217.25.239.31: icmp_seq=16996 ttl=57 time=17.9 ms
2022-12-24 21:41:11: 64 bytes from 217.25.239.31: icmp_seq=16997 ttl=57 time=11.6 ms
2022-12-24 21:41:26: 64 bytes from 217.25.239.31: icmp_seq=16998 ttl=57 time=11.5 ms
2022-12-24 21:41:41: 64 bytes from 217.25.239.31: icmp_seq=16999 ttl=57 time=10.7 ms
2022-12-24 21:41:56: 64 bytes from 217.25.239.31: icmp_seq=17000 ttl=57 time=11.5 ms
2022-12-24 21:42:11: 64 bytes from 217.25.239.31: icmp_seq=17001 ttl=57 time=12.6 ms
2022-12-24 21:42:26: 64 bytes from 217.25.239.31: icmp_seq=17002 ttl=57 time=11.5 ms
2022-12-24 21:42:41: 64 bytes from 217.25.239.31: icmp_seq=17003 ttl=57 time=11.6 ms
2022-12-24 21:42:56: 64 bytes from 217.25.239.31: icmp_seq=17004 ttl=57 time=11.7 ms
2022-12-24 21:43:11: 64 bytes from 217.25.239.31: icmp_seq=17005 ttl=57 time=11.8 ms
2022-12-24 21:43:26: 64 bytes from 217.25.239.31: icmp_seq=17006 ttl=57 time=11.0 ms
2022-12-24 21:43:41: 64 bytes from 217.25.239.31: icmp_seq=17007 ttl=57 time=12.5 ms
2022-12-24 21:43:56: 64 bytes from 217.25.239.31: icmp_seq=17008 ttl=57 time=11.3 ms
2022-12-24 21:44:11: 64 bytes from 217.25.239.31: icmp_seq=17009 ttl=57 time=11.7 ms
2022-12-24 21:44:26: 64 bytes from 217.25.239.31: icmp_seq=17010 ttl=57 time=10.7 ms
2022-12-24 21:44:41: 64 bytes from 217.25.239.31: icmp_seq=17011 ttl=57 time=11.5 ms
2022-12-24 21:44:56: 64 bytes from 217.25.239.31: icmp_seq=17012 ttl=57 time=11.9 ms
2022-12-24 21:45:11: 64 bytes from 217.25.239.31: icmp_seq=17013 ttl=57 time=12.8 ms
2022-12-24 21:45:26: 64 bytes from 217.25.239.31: icmp_seq=17014 ttl=57 time=11.4 ms
2022-12-24 21:45:41: 64 bytes from 217.25.239.31: icmp_seq=17015 ttl=57 time=11.8 ms
2022-12-24 21:45:56: 64 bytes from 217.25.239.31: icmp_seq=17016 ttl=57 time=10.9 ms
2022-12-24 21:46:11: 64 bytes from 217.25.239.31: icmp_seq=17017 ttl=57 time=11.5 ms
2022-12-24 21:46:26: 64 bytes from 217.25.239.31: icmp_seq=17018 ttl=57 time=11.2 ms
2022-12-24 21:46:41: 64 bytes from 217.25.239.31: icmp_seq=17019 ttl=57 time=11.3 ms
2022-12-24 21:46:56: 64 bytes from 217.25.239.31: icmp_seq=17020 ttl=57 time=10.7 ms
2022-12-24 21:47:11: 64 bytes from 217.25.239.31: icmp_seq=17021 ttl=57 time=11.6 ms
2022-12-24 21:47:26: 64 bytes from 217.25.239.31: icmp_seq=17022 ttl=57 time=11.2 ms
2022-12-24 21:47:41: 64 bytes from 217.25.239.31: icmp_seq=17023 ttl=57 time=11.0 ms
2022-12-24 21:47:56: 64 bytes from 217.25.239.31: icmp_seq=17024 ttl=57 time=10.9 ms
2022-12-24 21:48:11: 64 bytes from 217.25.239.31: icmp_seq=17025 ttl=57 time=11.6 ms
2022-12-24 21:48:26: 64 bytes from 217.25.239.31: icmp_seq=17026 ttl=57 time=11.7 ms
2022-12-24 21:48:41: 64 bytes from 217.25.239.31: icmp_seq=17027 ttl=57 time=12.4 ms
2022-12-24 21:48:56: 64 bytes from 217.25.239.31: icmp_seq=17028 ttl=57 time=11.0 ms
2022-12-24 21:49:11: 64 bytes from 217.25.239.31: icmp_seq=17029 ttl=57 time=11.3 ms
2022-12-24 21:49:26: 64 bytes from 217.25.239.31: icmp_seq=17030 ttl=57 time=10.9 ms
2022-12-24 21:49:41: 64 bytes from 217.25.239.31: icmp_seq=17031 ttl=57 time=11.4 ms
2022-12-24 21:49:56: 64 bytes from 217.25.239.31: icmp_seq=17032 ttl=57 time=11.9 ms
2022-12-24 21:50:11: 64 bytes from 217.25.239.31: icmp_seq=17033 ttl=57 time=11.2 ms
2022-12-24 21:50:26: 64 bytes from 217.25.239.31: icmp_seq=17034 ttl=57 time=10.8 ms
2022-12-24 21:50:41: 64 bytes from 217.25.239.31: icmp_seq=17035 ttl=57 time=11.3 ms
2022-12-24 21:50:56: 64 bytes from 217.25.239.31: icmp_seq=17036 ttl=57 time=11.5 ms
2022-12-24 21:51:11: 64 bytes from 217.25.239.31: icmp_seq=17037 ttl=57 time=11.8 ms
2022-12-24 21:51:27: 64 bytes from 217.25.239.31: icmp_seq=17038 ttl=57 time=10.8 ms
2022-12-24 21:51:42: 64 bytes from 217.25.239.31: icmp_seq=17039 ttl=57 time=12.4 ms
2022-12-24 21:51:57: 64 bytes from 217.25.239.31: icmp_seq=17040 ttl=57 time=12.1 ms
2022-12-24 21:52:12: 64 bytes from 217.25.239.31: icmp_seq=17041 ttl=57 time=11.5 ms
2022-12-24 21:52:27: 64 bytes from 217.25.239.31: icmp_seq=17042 ttl=57 time=11.6 ms
2022-12-24 21:52:42: 64 bytes from 217.25.239.31: icmp_seq=17043 ttl=57 time=11.2 ms
2022-12-24 21:52:57: 64 bytes from 217.25.239.31: icmp_seq=17044 ttl=57 time=11.1 ms
2022-12-24 21:53:12: 64 bytes from 217.25.239.31: icmp_seq=17045 ttl=57 time=10.9 ms
2022-12-24 21:53:27: 64 bytes from 217.25.239.31: icmp_seq=17046 ttl=57 time=11.8 ms
2022-12-24 21:53:42: 64 bytes from 217.25.239.31: icmp_seq=17047 ttl=57 time=10.9 ms
2022-12-24 21:53:57: 64 bytes from 217.25.239.31: icmp_seq=17048 ttl=57 time=12.4 ms
2022-12-24 21:54:12: 64 bytes from 217.25.239.31: icmp_seq=17049 ttl=57 time=11.3 ms
2022-12-24 21:54:27: 64 bytes from 217.25.239.31: icmp_seq=17050 ttl=57 time=12.9 ms
2022-12-24 21:54:42: 64 bytes from 217.25.239.31: icmp_seq=17051 ttl=57 time=11.7 ms
2022-12-24 21:54:57: 64 bytes from 217.25.239.31: icmp_seq=17052 ttl=57 time=11.2 ms
2022-12-24 21:55:12: 64 bytes from 217.25.239.31: icmp_seq=17053 ttl=57 time=11.0 ms
2022-12-24 21:55:27: 64 bytes from 217.25.239.31: icmp_seq=17054 ttl=57 time=11.0 ms
2022-12-24 21:55:42: 64 bytes from 217.25.239.31: icmp_seq=17055 ttl=57 time=12.0 ms
2022-12-24 21:55:57: 64 bytes from 217.25.239.31: icmp_seq=17056 ttl=57 time=13.0 ms
2022-12-24 21:56:12: 64 bytes from 217.25.239.31: icmp_seq=17057 ttl=57 time=11.0 ms
2022-12-24 21:56:27: 64 bytes from 217.25.239.31: icmp_seq=17058 ttl=57 time=12.1 ms
2022-12-24 21:56:42: 64 bytes from 217.25.239.31: icmp_seq=17059 ttl=57 time=12.0 ms
2022-12-24 21:56:57: 64 bytes from 217.25.239.31: icmp_seq=17060 ttl=57 time=12.8 ms
2022-12-24 21:57:12: 64 bytes from 217.25.239.31: icmp_seq=17061 ttl=57 time=11.9 ms
2022-12-24 21:57:27: 64 bytes from 217.25.239.31: icmp_seq=17062 ttl=57 time=11.9 ms
2022-12-24 21:57:42: 64 bytes from 217.25.239.31: icmp_seq=17063 ttl=57 time=11.4 ms
2022-12-24 21:57:57: 64 bytes from 217.25.239.31: icmp_seq=17064 ttl=57 time=11.1 ms
2022-12-24 21:58:12: 64 bytes from 217.25.239.31: icmp_seq=17065 ttl=57 time=10.9 ms
2022-12-24 21:58:27: 64 bytes from 217.25.239.31: icmp_seq=17066 ttl=57 time=29.4 ms
2022-12-24 21:58:42: 64 bytes from 217.25.239.31: icmp_seq=17067 ttl=57 time=21.1 ms
2022-12-24 21:58:57: 64 bytes from 217.25.239.31: icmp_seq=17068 ttl=57 time=12.8 ms
2022-12-24 21:59:12: 64 bytes from 217.25.239.31: icmp_seq=17069 ttl=57 time=12.3 ms
2022-12-24 21:59:27: 64 bytes from 217.25.239.31: icmp_seq=17070 ttl=57 time=10.8 ms
2022-12-24 21:59:42: 64 bytes from 217.25.239.31: icmp_seq=17071 ttl=57 time=10.8 ms
2022-12-24 21:59:57: 64 bytes from 217.25.239.31: icmp_seq=17072 ttl=57 time=11.4 ms
2022-12-24 22:00:12: 64 bytes from 217.25.239.31: icmp_seq=17073 ttl=57 time=10.8 ms
2022-12-24 22:00:27: 64 bytes from 217.25.239.31: icmp_seq=17074 ttl=57 time=11.7 ms
2022-12-24 22:00:57: 64 bytes from 217.25.239.31: icmp_seq=17076 ttl=57 time=11.9 ms
2022-12-24 22:01:12: 64 bytes from 217.25.239.31: icmp_seq=17077 ttl=57 time=15.4 ms
2022-12-24 22:01:27: 64 bytes from 217.25.239.31: icmp_seq=17078 ttl=57 time=10.8 ms
2022-12-24 22:01:42: 64 bytes from 217.25.239.31: icmp_seq=17079 ttl=57 time=12.2 ms
2022-12-24 22:01:57: 64 bytes from 217.25.239.31: icmp_seq=17080 ttl=57 time=12.0 ms
2022-12-24 22:02:12: 64 bytes from 217.25.239.31: icmp_seq=17081 ttl=57 time=11.6 ms
2022-12-24 22:02:27: 64 bytes from 217.25.239.31: icmp_seq=17082 ttl=57 time=11.6 ms
2022-12-24 22:02:42: 64 bytes from 217.25.239.31: icmp_seq=17083 ttl=57 time=11.4 ms
2022-12-24 22:02:57: 64 bytes from 217.25.239.31: icmp_seq=17084 ttl=57 time=12.1 ms
2022-12-24 22:03:12: 64 bytes from 217.25.239.31: icmp_seq=17085 ttl=57 time=12.0 ms
2022-12-24 22:03:27: 64 bytes from 217.25.239.31: icmp_seq=17086 ttl=57 time=11.2 ms
2022-12-24 22:03:42: 64 bytes from 217.25.239.31: icmp_seq=17087 ttl=57 time=11.5 ms
2022-12-24 22:03:57: 64 bytes from 217.25.239.31: icmp_seq=17088 ttl=57 time=12.0 ms
2022-12-24 22:04:12: 64 bytes from 217.25.239.31: icmp_seq=17089 ttl=57 time=12.7 ms
2022-12-24 22:04:27: 64 bytes from 217.25.239.31: icmp_seq=17090 ttl=57 time=11.7 ms
2022-12-24 22:04:42: 64 bytes from 217.25.239.31: icmp_seq=17091 ttl=57 time=18.9 ms
2022-12-24 22:04:57: 64 bytes from 217.25.239.31: icmp_seq=17092 ttl=57 time=12.2 ms
2022-12-24 22:05:12: 64 bytes from 217.25.239.31: icmp_seq=17093 ttl=57 time=11.1 ms
2022-12-24 22:05:27: 64 bytes from 217.25.239.31: icmp_seq=17094 ttl=57 time=12.3 ms
2022-12-24 22:05:42: 64 bytes from 217.25.239.31: icmp_seq=17095 ttl=57 time=11.7 ms
2022-12-24 22:05:57: 64 bytes from 217.25.239.31: icmp_seq=17096 ttl=57 time=11.4 ms
2022-12-24 22:06:12: 64 bytes from 217.25.239.31: icmp_seq=17097 ttl=57 time=13.5 ms
2022-12-24 22:06:27: 64 bytes from 217.25.239.31: icmp_seq=17098 ttl=57 time=11.2 ms
2022-12-24 22:06:42: 64 bytes from 217.25.239.31: icmp_seq=17099 ttl=57 time=12.3 ms
2022-12-24 22:06:57: 64 bytes from 217.25.239.31: icmp_seq=17100 ttl=57 time=11.9 ms
2022-12-24 22:07:12: 64 bytes from 217.25.239.31: icmp_seq=17101 ttl=57 time=10.9 ms
2022-12-24 22:07:27: 64 bytes from 217.25.239.31: icmp_seq=17102 ttl=57 time=11.9 ms
2022-12-24 22:07:42: 64 bytes from 217.25.239.31: icmp_seq=17103 ttl=57 time=12.2 ms
2022-12-24 22:07:57: 64 bytes from 217.25.239.31: icmp_seq=17104 ttl=57 time=11.2 ms
2022-12-24 22:08:12: 64 bytes from 217.25.239.31: icmp_seq=17105 ttl=57 time=11.4 ms
2022-12-24 22:08:27: 64 bytes from 217.25.239.31: icmp_seq=17106 ttl=57 time=11.6 ms
2022-12-24 22:08:42: 64 bytes from 217.25.239.31: icmp_seq=17107 ttl=57 time=11.5 ms
2022-12-24 22:08:57: 64 bytes from 217.25.239.31: icmp_seq=17108 ttl=57 time=11.1 ms
2022-12-24 22:09:13: 64 bytes from 217.25.239.31: icmp_seq=17109 ttl=57 time=11.2 ms
2022-12-24 22:09:28: 64 bytes from 217.25.239.31: icmp_seq=17110 ttl=57 time=11.2 ms
2022-12-24 22:09:43: 64 bytes from 217.25.239.31: icmp_seq=17111 ttl=57 time=12.7 ms
2022-12-24 22:09:58: 64 bytes from 217.25.239.31: icmp_seq=17112 ttl=57 time=11.8 ms
2022-12-24 22:10:13: 64 bytes from 217.25.239.31: icmp_seq=17113 ttl=57 time=10.7 ms
2022-12-24 22:10:28: 64 bytes from 217.25.239.31: icmp_seq=17114 ttl=57 time=11.3 ms
2022-12-24 22:10:43: 64 bytes from 217.25.239.31: icmp_seq=17115 ttl=57 time=12.1 ms
2022-12-24 22:10:58: 64 bytes from 217.25.239.31: icmp_seq=17116 ttl=57 time=11.2 ms
2022-12-24 22:11:13: 64 bytes from 217.25.239.31: icmp_seq=17117 ttl=57 time=12.1 ms
2022-12-24 22:11:28: 64 bytes from 217.25.239.31: icmp_seq=17118 ttl=57 time=13.1 ms
2022-12-24 22:11:43: 64 bytes from 217.25.239.31: icmp_seq=17119 ttl=57 time=12.5 ms
2022-12-24 22:11:58: 64 bytes from 217.25.239.31: icmp_seq=17120 ttl=57 time=12.5 ms
2022-12-24 22:12:13: 64 bytes from 217.25.239.31: icmp_seq=17121 ttl=57 time=11.8 ms
2022-12-24 22:12:28: 64 bytes from 217.25.239.31: icmp_seq=17122 ttl=57 time=11.2 ms
2022-12-24 22:12:43: 64 bytes from 217.25.239.31: icmp_seq=17123 ttl=57 time=10.7 ms
2022-12-24 22:12:58: 64 bytes from 217.25.239.31: icmp_seq=17124 ttl=57 time=10.9 ms
2022-12-24 22:13:13: 64 bytes from 217.25.239.31: icmp_seq=17125 ttl=57 time=11.6 ms
2022-12-24 22:13:28: 64 bytes from 217.25.239.31: icmp_seq=17126 ttl=57 time=11.5 ms
2022-12-24 22:13:43: 64 bytes from 217.25.239.31: icmp_seq=17127 ttl=57 time=11.3 ms
2022-12-24 22:13:58: 64 bytes from 217.25.239.31: icmp_seq=17128 ttl=57 time=11.6 ms
2022-12-24 22:14:13: 64 bytes from 217.25.239.31: icmp_seq=17129 ttl=57 time=11.7 ms
2022-12-24 22:14:28: 64 bytes from 217.25.239.31: icmp_seq=17130 ttl=57 time=11.8 ms
2022-12-24 22:14:43: 64 bytes from 217.25.239.31: icmp_seq=17131 ttl=57 time=12.1 ms
2022-12-24 22:14:58: 64 bytes from 217.25.239.31: icmp_seq=17132 ttl=57 time=10.9 ms
2022-12-24 22:15:13: 64 bytes from 217.25.239.31: icmp_seq=17133 ttl=57 time=11.0 ms
2022-12-24 22:15:28: 64 bytes from 217.25.239.31: icmp_seq=17134 ttl=57 time=11.1 ms
2022-12-24 22:15:43: 64 bytes from 217.25.239.31: icmp_seq=17135 ttl=57 time=12.7 ms
2022-12-24 22:15:58: 64 bytes from 217.25.239.31: icmp_seq=17136 ttl=57 time=11.7 ms
2022-12-24 22:16:13: 64 bytes from 217.25.239.31: icmp_seq=17137 ttl=57 time=11.0 ms
2022-12-24 22:16:28: 64 bytes from 217.25.239.31: icmp_seq=17138 ttl=57 time=11.9 ms
2022-12-24 22:16:43: 64 bytes from 217.25.239.31: icmp_seq=17139 ttl=57 time=12.5 ms
2022-12-24 22:16:58: 64 bytes from 217.25.239.31: icmp_seq=17140 ttl=57 time=11.6 ms
2022-12-24 22:17:13: 64 bytes from 217.25.239.31: icmp_seq=17141 ttl=57 time=11.7 ms
2022-12-24 22:17:28: 64 bytes from 217.25.239.31: icmp_seq=17142 ttl=57 time=11.8 ms
2022-12-24 22:17:43: 64 bytes from 217.25.239.31: icmp_seq=17143 ttl=57 time=11.0 ms
2022-12-24 22:17:58: 64 bytes from 217.25.239.31: icmp_seq=17144 ttl=57 time=12.4 ms
2022-12-24 22:18:13: 64 bytes from 217.25.239.31: icmp_seq=17145 ttl=57 time=11.3 ms
2022-12-24 22:18:28: 64 bytes from 217.25.239.31: icmp_seq=17146 ttl=57 time=11.6 ms
2022-12-24 22:18:43: 64 bytes from 217.25.239.31: icmp_seq=17147 ttl=57 time=11.9 ms
2022-12-24 22:18:58: 64 bytes from 217.25.239.31: icmp_seq=17148 ttl=57 time=10.7 ms
2022-12-24 22:19:13: 64 bytes from 217.25.239.31: icmp_seq=17149 ttl=57 time=11.8 ms
2022-12-24 22:19:28: 64 bytes from 217.25.239.31: icmp_seq=17150 ttl=57 time=11.8 ms
2022-12-24 22:19:43: 64 bytes from 217.25.239.31: icmp_seq=17151 ttl=57 time=11.0 ms
2022-12-24 22:19:58: 64 bytes from 217.25.239.31: icmp_seq=17152 ttl=57 time=11.6 ms
2022-12-24 22:20:13: 64 bytes from 217.25.239.31: icmp_seq=17153 ttl=57 time=11.9 ms
2022-12-24 22:20:28: 64 bytes from 217.25.239.31: icmp_seq=17154 ttl=57 time=12.9 ms
2022-12-24 22:20:43: 64 bytes from 217.25.239.31: icmp_seq=17155 ttl=57 time=12.2 ms
2022-12-24 22:20:58: 64 bytes from 217.25.239.31: icmp_seq=17156 ttl=57 time=11.1 ms
2022-12-24 22:21:13: 64 bytes from 217.25.239.31: icmp_seq=17157 ttl=57 time=11.3 ms
2022-12-24 22:21:28: 64 bytes from 217.25.239.31: icmp_seq=17158 ttl=57 time=11.0 ms
2022-12-24 22:21:43: 64 bytes from 217.25.239.31: icmp_seq=17159 ttl=57 time=10.8 ms
2022-12-24 22:21:58: 64 bytes from 217.25.239.31: icmp_seq=17160 ttl=57 time=11.9 ms
2022-12-24 22:22:13: 64 bytes from 217.25.239.31: icmp_seq=17161 ttl=57 time=11.5 ms
2022-12-24 22:22:28: 64 bytes from 217.25.239.31: icmp_seq=17162 ttl=57 time=11.5 ms
2022-12-24 22:22:43: 64 bytes from 217.25.239.31: icmp_seq=17163 ttl=57 time=11.7 ms
2022-12-24 22:22:58: 64 bytes from 217.25.239.31: icmp_seq=17164 ttl=57 time=11.2 ms
2022-12-24 22:23:13: 64 bytes from 217.25.239.31: icmp_seq=17165 ttl=57 time=11.8 ms
2022-12-24 22:23:28: 64 bytes from 217.25.239.31: icmp_seq=17166 ttl=57 time=17.7 ms
2022-12-24 22:23:43: 64 bytes from 217.25.239.31: icmp_seq=17167 ttl=57 time=11.5 ms
2022-12-24 22:23:58: 64 bytes from 217.25.239.31: icmp_seq=17168 ttl=57 time=12.1 ms
2022-12-24 22:24:13: 64 bytes from 217.25.239.31: icmp_seq=17169 ttl=57 time=11.6 ms
2022-12-24 22:24:28: 64 bytes from 217.25.239.31: icmp_seq=17170 ttl=57 time=11.2 ms
2022-12-24 22:24:43: 64 bytes from 217.25.239.31: icmp_seq=17171 ttl=57 time=12.2 ms
2022-12-24 22:24:58: 64 bytes from 217.25.239.31: icmp_seq=17172 ttl=57 time=10.8 ms
2022-12-24 22:25:13: 64 bytes from 217.25.239.31: icmp_seq=17173 ttl=57 time=11.9 ms
2022-12-24 22:25:28: 64 bytes from 217.25.239.31: icmp_seq=17174 ttl=57 time=10.8 ms
2022-12-24 22:25:43: 64 bytes from 217.25.239.31: icmp_seq=17175 ttl=57 time=12.2 ms
2022-12-24 22:25:58: 64 bytes from 217.25.239.31: icmp_seq=17176 ttl=57 time=15.0 ms
2022-12-24 22:26:13: 64 bytes from 217.25.239.31: icmp_seq=17177 ttl=57 time=12.6 ms
2022-12-24 22:26:28: 64 bytes from 217.25.239.31: icmp_seq=17178 ttl=57 time=12.6 ms
2022-12-24 22:26:43: 64 bytes from 217.25.239.31: icmp_seq=17179 ttl=57 time=10.8 ms
2022-12-24 22:26:58: 64 bytes from 217.25.239.31: icmp_seq=17180 ttl=57 time=10.9 ms
2022-12-24 22:27:13: 64 bytes from 217.25.239.31: icmp_seq=17181 ttl=57 time=10.9 ms
2022-12-24 22:27:28: 64 bytes from 217.25.239.31: icmp_seq=17182 ttl=57 time=11.5 ms
2022-12-24 22:27:43: 64 bytes from 217.25.239.31: icmp_seq=17183 ttl=57 time=11.6 ms
2022-12-24 22:27:58: 64 bytes from 217.25.239.31: icmp_seq=17184 ttl=57 time=11.3 ms
2022-12-24 22:28:13: 64 bytes from 217.25.239.31: icmp_seq=17185 ttl=57 time=11.1 ms
2022-12-24 22:28:28: 64 bytes from 217.25.239.31: icmp_seq=17186 ttl=57 time=11.0 ms
2022-12-24 22:28:43: 64 bytes from 217.25.239.31: icmp_seq=17187 ttl=57 time=11.0 ms
2022-12-24 22:28:58: 64 bytes from 217.25.239.31: icmp_seq=17188 ttl=57 time=11.6 ms
